USER_001,2025-03-01,TechCorp India,Income,47383,118297
USER_001,2025-03-02,Landlord Transfer,Housing,-9875,108422
USER_001,2025-03-02,Blinkit,Groceries,-1197,107225
USER_001,2025-03-05,Netflix/Spotify,Subscription,-499,106726
USER_001,2025-03-07,Swiggy,Food,-1042,105684
USER_001,2025-03-09,Zepto,Groceries,-1776,103908
USER_001,2025-03-10,Bank Loan EMI,Debt,-10000,93908
USER_001,2025-03-14,Zomato,Food,-1500,92408
USER_001,2025-03-15,Airbnb,Travel,-17914,74494
USER_001,2025-03-16,Blinkit,Groceries,-1022,73472
USER_001,2025-03-20,Electricity Board,Utilities,-1005,72467
USER_001,2025-03-21,Zomato,Food,-614,71853
USER_001,2025-03-23,Blinkit,Groceries,-1206,70647
USER_001,2025-03-23,Zara,Shopping,-4601,66046
USER_001,2025-03-28,Zomato,Food,-1085,64961
USER_001,2025-03-30,Blinkit,Groceries,-1525,63436
USER_001,2025-04-01,TechCorp India,Income,47383,110819
USER_001,2025-04-02,Landlord Transfer,Housing,-9875,100944
USER_001,2025-04-04,Social Pub,Food,-682,100262
USER_001,2025-04-05,Netflix/Spotify,Subscription,-499,99763
USER_001,2025-04-06,Blinkit,Groceries,-1490,98273
USER_001,2025-04-10,Bank Loan EMI,Debt,-10000,88273
USER_001,2025-04-11,Social Pub,Food,-1350,86923
USER_001,2025-04-13,Blinkit,Groceries,-1527,85396
USER_001,2025-04-18,Social Pub,Food,-867,84529
USER_001,2025-04-20,Electricity Board,Utilities,-1005,83524
USER_001,2025-04-20,Zepto,Groceries,-2962,80562
USER_001,2025-04-25,Zomato,Food,-1097,79465
USER_001,2025-04-27,Zepto,Groceries,-1244,78221
USER_001,2025-05-01,TechCorp India,Income,47383,125604
USER_001,2025-05-02,Landlord Transfer,Housing,-9875,115729
USER_001,2025-05-02,Zomato,Food,-1159,114570
USER_001,2025-05-04,Zepto,Groceries,-1671,112899
USER_001,2025-05-05,Netflix/Spotify,Subscription,-499,112400
USER_001,2025-05-09,Social Pub,Food,-680,111720
USER_001,2025-05-10,Bank Loan EMI,Debt,-10000,101720
USER_001,2025-05-10,Myntra,Shopping,-3773,97947
USER_001,2025-05-11,Zepto,Groceries,-2022,95925
USER_001,2025-05-16,Social Pub,Food,-954,94971
USER_001,2025-05-17,Zara,Shopping,-5841,89130
USER_001,2025-05-18,Nature's Basket,Groceries,-2325,86805
USER_001,2025-05-18,Zara,Shopping,-1631,85174
USER_001,2025-05-20,Electricity Board,Utilities,-1005,84169
USER_001,2025-05-23,Zomato,Food,-501,83668
USER_001,2025-05-25,Nature's Basket,Groceries,-1426,82242
USER_001,2025-05-30,Zomato,Food,-829,81413
USER_001,2025-06-01,TechCorp India,Income,47383,128796
USER_001,2025-06-01,Blinkit,Groceries,-2025,126771
USER_001,2025-06-02,Landlord Transfer,Housing,-9875,116896
USER_001,2025-06-05,Netflix/Spotify,Subscription,-499,116397
USER_001,2025-06-06,Social Pub,Food,-585,115812
USER_001,2025-06-08,Blinkit,Groceries,-2040,113772
USER_001,2025-06-10,Bank Loan EMI,Debt,-10000,103772
USER_001,2025-06-13,Swiggy,Food,-944,102828
USER_001,2025-06-15,Zepto,Groceries,-1978,100850
USER_001,2025-06-15,MakeMyTrip,Travel,-18801,82049
USER_001,2025-06-20,Electricity Board,Utilities,-1005,81044
USER_001,2025-06-20,Swiggy,Food,-1484,79560
USER_001,2025-06-22,Nature's Basket,Groceries,-1342,78218
USER_001,2025-06-27,Zomato,Food,-1417,76801
USER_001,2025-06-29,Blinkit,Groceries,-2543,74258
USER_001,2025-07-01,TechCorp India,Income,47383,121641
USER_001,2025-07-02,Landlord Transfer,Housing,-9875,111766
USER_001,2025-07-04,Zomato,Food,-780,110986
USER_001,2025-07-05,Netflix/Spotify,Subscription,-499,110487
USER_001,2025-07-06,Blinkit,Groceries,-2022,108465
USER_001,2025-07-10,Bank Loan EMI,Debt,-10000,98465
USER_001,2025-07-11,Zomato,Food,-888,97577
USER_001,2025-07-13,Nature's Basket,Groceries,-2696,94881
USER_001,2025-07-18,Social Pub,Food,-558,94323
USER_001,2025-07-20,Electricity Board,Utilities,-1005,93318
USER_001,2025-07-20,Nature's Basket,Groceries,-2591,90727
USER_001,2025-07-25,Swiggy,Food,-1347,89380
USER_001,2025-07-26,Zara,Shopping,-2414,86966
USER_001,2025-07-27,Zepto,Groceries,-2839,84127
USER_001,2025-08-01,TechCorp India,Income,47383,131510
USER_001,2025-08-01,Swiggy,Food,-1194,130316
USER_001,2025-08-02,Landlord Transfer,Housing,-9875,120441
USER_001,2025-08-03,Nature's Basket,Groceries,-1575,118866
USER_001,2025-08-05,Netflix/Spotify,Subscription,-499,118367
USER_001,2025-08-08,Swiggy,Food,-872,117495
USER_001,2025-08-10,Bank Loan EMI,Debt,-10000,107495
USER_001,2025-08-10,Zepto,Groceries,-2762,104733
USER_001,2025-08-15,Swiggy,Food,-1102,103631
USER_001,2025-08-17,Blinkit,Groceries,-1718,101913
USER_001,2025-08-17,Amazon,Shopping,-2916,98997
USER_001,2025-08-20,Electricity Board,Utilities,-1005,97992
USER_001,2025-08-22,Social Pub,Food,-530,97462
USER_001,2025-08-24,Nature's Basket,Groceries,-1952,95510
USER_001,2025-08-24,Amazon,Shopping,-2609,92901
USER_001,2025-08-29,Swiggy,Food,-558,92343
USER_001,2025-08-30,Zara,Shopping,-4969,87374
USER_001,2025-08-31,Blinkit,Groceries,-2618,84756
USER_001,2025-09-01,TechCorp India,Income,47383,132139
USER_001,2025-09-02,Landlord Transfer,Housing,-9875,122264
USER_001,2025-09-05,Netflix/Spotify,Subscription,-499,121765
USER_001,2025-09-05,Zomato,Food,-878,120887
USER_001,2025-09-07,Nature's Basket,Groceries,-2208,118679
USER_001,2025-09-10,Bank Loan EMI,Debt,-10000,108679
USER_001,2025-09-12,Zomato,Food,-1292,107387
USER_001,2025-09-14,Zepto,Groceries,-2908,104479
USER_001,2025-09-15,IndiGo,Travel,-7427,97052
USER_001,2025-09-19,Swiggy,Food,-1115,95937
USER_001,2025-09-20,Electricity Board,Utilities,-1005,94932
USER_001,2025-09-20,Myntra,Shopping,-5931,89001
USER_001,2025-09-21,Blinkit,Groceries,-2960,86041
USER_001,2025-09-26,Swiggy,Food,-1096,84945
USER_001,2025-09-27,Zara,Shopping,-3645,81300
USER_001,2025-09-28,Blinkit,Groceries,-1631,79669
USER_001,2025-10-01,TechCorp India,Income,47383,127052
USER_001,2025-10-02,Landlord Transfer,Housing,-9875,117177
USER_001,2025-10-03,Swiggy,Food,-1477,115700
USER_001,2025-10-04,Myntra,Shopping,-2802,112898
USER_001,2025-10-05,Netflix/Spotify,Subscription,-499,112399
USER_001,2025-10-05,Zepto,Groceries,-1476,110923
USER_001,2025-10-10,Bank Loan EMI,Debt,-10000,100923
USER_001,2025-10-10,Social Pub,Food,-587,100336
USER_001,2025-10-12,Blinkit,Groceries,-2808,97528
USER_001,2025-10-12,Myntra,Shopping,-3418,94110
USER_001,2025-10-17,Social Pub,Food,-805,93305
USER_001,2025-10-19,Zepto,Groceries,-1671,91634
USER_001,2025-10-20,Electricity Board,Utilities,-1005,90629
USER_001,2025-10-24,Swiggy,Food,-656,89973
USER_001,2025-10-26,Blinkit,Groceries,-1368,88605
USER_001,2025-10-31,Social Pub,Food,-874,87731
USER_001,2025-11-01,TechCorp India,Income,47383,135114
USER_001,2025-11-01,Amazon,Shopping,-3746,131368
USER_001,2025-11-02,Landlord Transfer,Housing,-9875,121493
USER_001,2025-11-02,Nature's Basket,Groceries,-2537,118956
USER_001,2025-11-02,Myntra,Shopping,-3898,115058
USER_001,2025-11-05,Netflix/Spotify,Subscription,-499,114559
USER_001,2025-11-07,Social Pub,Food,-1183,113376
USER_001,2025-11-08,Amazon,Shopping,-2027,111349
USER_001,2025-11-09,Zepto,Groceries,-2495,108854
USER_001,2025-11-10,Bank Loan EMI,Debt,-10000,98854
USER_001,2025-11-14,Social Pub,Food,-691,98163
USER_001,2025-11-15,Myntra,Shopping,-3726,94437
USER_001,2025-11-16,Blinkit,Groceries,-2026,92411
USER_001,2025-11-20,Electricity Board,Utilities,-1005,91406
USER_001,2025-11-21,Zomato,Food,-1110,90296
USER_001,2025-11-23,Zepto,Groceries,-2463,87833
USER_001,2025-11-28,Zomato,Food,-736,87097
USER_001,2025-11-29,Amazon,Shopping,-4890,82207
USER_001,2025-11-30,Zepto,Groceries,-2183,80024
USER_001,2025-12-01,TechCorp India,Income,47383,127407
USER_001,2025-12-02,Landlord Transfer,Housing,-9875,117532
USER_001,2025-12-05,Netflix/Spotify,Subscription,-499,117033
USER_001,2025-12-05,Social Pub,Food,-923,116110
USER_001,2025-12-07,Zepto,Groceries,-1220,114890
USER_001,2025-12-10,Bank Loan EMI,Debt,-10000,104890
USER_001,2025-12-12,Swiggy,Food,-693,104197
USER_001,2025-12-14,Nature's Basket,Groceries,-1391,102806
USER_001,2025-12-15,MakeMyTrip,Travel,-13942,88864
USER_001,2025-12-19,Social Pub,Food,-1383,87481
USER_001,2025-12-20,Electricity Board,Utilities,-1005,86476
USER_001,2025-12-21,Nature's Basket,Groceries,-1464,85012
USER_001,2025-12-26,Zomato,Food,-1282,83730
USER_001,2025-12-28,Zepto,Groceries,-2251,81479
USER_001,2026-01-01,TechCorp India,Income,47383,128862
USER_001,2026-01-02,Landlord Transfer,Housing,-9875,118987
USER_001,2026-01-02,Swiggy,Food,-1327,117660
USER_001,2026-01-04,Zepto,Groceries,-1489,116171
USER_001,2026-01-05,Netflix/Spotify,Subscription,-499,115672
USER_001,2026-01-09,Social Pub,Food,-1156,114516
USER_001,2026-01-10,Bank Loan EMI,Debt,-10000,104516
USER_001,2026-01-10,Amazon,Shopping,-3574,100942
USER_001,2026-01-11,Nature's Basket,Groceries,-2538,98404
USER_001,2026-01-16,Social Pub,Food,-947,97457
USER_001,2026-01-18,Zepto,Groceries,-1902,95555
USER_001,2026-01-20,Electricity Board,Utilities,-1005,94550
USER_001,2026-01-23,Swiggy,Food,-1329,93221
USER_001,2026-01-25,Zepto,Groceries,-2814,90407
USER_001,2026-01-30,Social Pub,Food,-1280,89127
USER_001,2026-02-01,TechCorp India,Income,47383,136510
USER_001,2026-02-01,Blinkit,Groceries,-2994,133516
USER_001,2026-02-02,Landlord Transfer,Housing,-9875,123641
USER_001,2026-02-05,Netflix/Spotify,Subscription,-499,123142
USER_001,2026-02-06,Zomato,Food,-583,122559
USER_001,2026-02-08,Zepto,Groceries,-2378,120181
USER_001,2026-02-10,Bank Loan EMI,Debt,-10000,110181
USER_001,2026-02-13,Swiggy,Food,-926,109255
USER_001,2026-02-15,Blinkit,Groceries,-2367,106888
USER_001,2026-02-20,Electricity Board,Utilities,-1005,105883
USER_001,2026-02-20,Swiggy,Food,-539,105344
USER_001,2026-02-22,Nature's Basket,Groceries,-1227,104117
USER_001,2026-02-22,Zara,Shopping,-3146,100971
USER_001,2026-02-27,Swiggy,Food,-875,100096
USER_002,2025-03-01,TechCorp India,Income,140811,239973
USER_002,2025-03-02,Landlord Transfer,Housing,-32352,207621
USER_002,2025-03-02,Zepto,Groceries,-1296,206325
USER_002,2025-03-05,Netflix/Spotify,Subscription,-499,205826
USER_002,2025-03-07,Swiggy,Food,-1343,204483
USER_002,2025-03-09,Blinkit,Groceries,-1948,202535
USER_002,2025-03-10,Bank Loan EMI,Debt,-5000,197535
USER_002,2025-03-14,Zomato,Food,-1359,196176
USER_002,2025-03-15,MakeMyTrip,Travel,-15497,180679
USER_002,2025-03-16,Zepto,Groceries,-1434,179245
USER_002,2025-03-16,Zara,Shopping,-5184,174061
USER_002,2025-03-20,Electricity Board,Utilities,-2439,171622
USER_002,2025-03-21,Zomato,Food,-1259,170363
USER_002,2025-03-23,Zepto,Groceries,-2119,168244
USER_002,2025-03-28,Swiggy,Food,-538,167706
USER_002,2025-03-29,Zara,Shopping,-3271,164435
USER_002,2025-03-30,Nature's Basket,Groceries,-2379,162056
USER_002,2025-04-01,TechCorp India,Income,140811,302867
USER_002,2025-04-02,Landlord Transfer,Housing,-32352,270515
USER_002,2025-04-04,Social Pub,Food,-957,269558
USER_002,2025-04-05,Netflix/Spotify,Subscription,-499,269059
USER_002,2025-04-06,Zepto,Groceries,-1853,267206
USER_002,2025-04-10,Bank Loan EMI,Debt,-5000,262206
USER_002,2025-04-11,Swiggy,Food,-897,261309
USER_002,2025-04-13,Nature's Basket,Groceries,-1785,259524
USER_002,2025-04-18,Zomato,Food,-635,258889
USER_002,2025-04-19,Myntra,Shopping,-5117,253772
USER_002,2025-04-20,Electricity Board,Utilities,-2439,251333
USER_002,2025-04-20,Zepto,Groceries,-2035,249298
USER_002,2025-04-25,Social Pub,Food,-1337,247961
USER_002,2025-04-27,Zepto,Groceries,-2525,245436
USER_002,2025-05-01,TechCorp India,Income,140811,386247
USER_002,2025-05-02,Landlord Transfer,Housing,-32352,353895
USER_002,2025-05-02,Swiggy,Food,-905,352990
USER_002,2025-05-04,Blinkit,Groceries,-1938,351052
USER_002,2025-05-05,Netflix/Spotify,Subscription,-499,350553
USER_002,2025-05-09,Zomato,Food,-823,349730
USER_002,2025-05-10,Bank Loan EMI,Debt,-5000,344730
USER_002,2025-05-11,Blinkit,Groceries,-1265,343465
USER_002,2025-05-16,Zomato,Food,-910,342555
USER_002,2025-05-17,Zara,Shopping,-2805,339750
USER_002,2025-05-18,Zepto,Groceries,-1525,338225
USER_002,2025-05-20,Electricity Board,Utilities,-2439,335786
USER_002,2025-05-23,Swiggy,Food,-1137,334649
USER_002,2025-05-25,Blinkit,Groceries,-1022,333627
USER_002,2025-05-30,Zomato,Food,-1317,332310
USER_002,2025-06-01,TechCorp India,Income,140811,473121
USER_002,2025-06-01,Blinkit,Groceries,-1639,471482
USER_002,2025-06-02,Landlord Transfer,Housing,-32352,439130
USER_002,2025-06-05,Netflix/Spotify,Subscription,-499,438631
USER_002,2025-06-06,Zomato,Food,-787,437844
USER_002,2025-06-07,Amazon,Shopping,-2215,435629
USER_002,2025-06-08,Zepto,Groceries,-2672,432957
USER_002,2025-06-08,Zara,Shopping,-4145,428812
USER_002,2025-06-10,Bank Loan EMI,Debt,-5000,423812
USER_002,2025-06-13,Social Pub,Food,-1129,422683
USER_002,2025-06-15,Zepto,Groceries,-1612,421071
USER_002,2025-06-15,IndiGo,Travel,-17667,403404
USER_002,2025-06-20,Electricity Board,Utilities,-2439,400965
USER_002,2025-06-20,Social Pub,Food,-1468,399497
USER_002,2025-06-22,Blinkit,Groceries,-2883,396614
USER_002,2025-06-27,Swiggy,Food,-907,395707
USER_002,2025-06-29,Nature's Basket,Groceries,-2048,393659
USER_002,2025-07-01,TechCorp India,Income,140811,534470
USER_002,2025-07-02,Landlord Transfer,Housing,-32352,502118
USER_002,2025-07-04,Social Pub,Food,-626,501492
USER_002,2025-07-05,Netflix/Spotify,Subscription,-499,500993
USER_002,2025-07-05,Zara,Shopping,-3176,497817
USER_002,2025-07-06,Blinkit,Groceries,-2822,494995
USER_002,2025-07-10,Bank Loan EMI,Debt,-5000,489995
USER_002,2025-07-11,Zomato,Food,-559,489436
USER_002,2025-07-13,Zepto,Groceries,-2058,487378
USER_002,2025-07-18,Social Pub,Food,-1140,486238
USER_002,2025-07-20,Electricity Board,Utilities,-2439,483799
USER_002,2025-07-20,Nature's Basket,Groceries,-2567,481232
USER_002,2025-07-25,Zomato,Food,-1206,480026
USER_002,2025-07-27,Zepto,Groceries,-1175,478851
USER_002,2025-07-27,Amazon,Shopping,-3450,475401
USER_002,2025-08-01,TechCorp India,Income,140811,616212
USER_002,2025-08-01,Social Pub,Food,-926,615286
USER_002,2025-08-02,Landlord Transfer,Housing,-32352,582934
USER_002,2025-08-02,Myntra,Shopping,-1732,581202
